,text,label,path,chunk_pos,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,prob,stratum,ground_truth,note
302,U.S. Covid Deaths Get Even Redder,0,,,,,,,,,,,,,0.38529274,30-40%,,
303,Price System vs. Central Planning,1,,,,,,,,,,,,,0.32017508,30-40%,,
304,Would you guys be for or against a 10-20% employee stock ownership plan for state owned for profit enterprises?,0,,,,,,,,,,,,,0.36193907,30-40%,,
305,In regards to protesting...,0,,,,,,,,,,,,,0.30544198,30-40%,,
306,", 'And then make sure that the budget matches that. ', ""We need to make sure that we're decriminalizing victimless crime",0,/dts.podtrac.com/ao/httpsdts.podtrac.comredirect.mp3sarah2020.nyc3.digitaloceanspaces.compodcast33ourportlandelliottyoung.mp3MERGED,142.0,government,news,politics,,,,,,,,0.37645817,30-40%,,
307,"TIL less than a month after the Titanic sank, its nearly identical sister ship, the Olympic, saw its crew refuse to work because it held insufficient and unseaworthy life boats. Instead of purchasing new life boats, the White Star Line fired the workers.",0,,,,,,,,,,,,,0.31038335,30-40%,,
308,"thing significant in return in order to disincentivize future illegal immigration, such as ending chain migration, c",0,/media.transistor.fm/73/httpsmedia.transistor.fm3da4fc9671e5e277.mp3MERGED,149.0,news,politics,government,,,,,,,,0.34987256,30-40%,,
309,"messages of love and support over the last few weeks. "", ""It's been quite overwhelming. "", 'Yes, Laura co-produced, now ",1,/sphinx.acast.com/oe/httpssphinx.acast.comnottodaypodletsmakesomecoinmedia.mp3MERGED,96.0,comedy,news,politics,,,,,,,,0.37810084,30-40%,,
310,"lia's Pilbara region, the site which contains two shelters that have been largely continuously occupied for as many as ",0,/traffic.libsyn.com/_e/httpstraffic.libsyn.comsecurethepouchpodcast2The_Pouch__Season_2_Episode_28_mixdown.mp3destid1740197MERGED,231.0,news,politics,,,,,,,,,0.35995933,30-40%,,
311,"ange from August, and firms are going to have to pay a quarter of the wages for furloughed staff, but it is in a rule that you",0,/sphinx.acast.com/er/httpssphinx.acast.comthebestofjuliahartleybrewerjuliahartleybrewerpmeaseslockdownrulesfirmstopayaquarterofwagebillforfurlougedstaffand7in10testingpositiveforvirusshownosymptomsmedia.mp3MERGED,100.0,news,politics,,,,,,,,,0.3495821,30-40%,,
312,have to have a rapid response mechanism to get your arms around the problem and then clearly and confidently communicat,1,/chrt.fm/dc/httpschrt.fmtrack22GG1dts.podtrac.comredirect.mp3pdst.fmeprfx.byspotify.comerss.art19.comepisodes2d196c60cdab4ae6a3dc131f26d88d83.mp3rss_browserBAhJIhRweXRob24tcmVxdWVzdHMGOgZFVA3D3Dac965bdf6559f894a935511702ea4ac963845acaMERGED,210.0,government,news,politics,,,,,,,,0.32859123,30-40%,,
313,The Best Teachers Should be Paid Millions a Year,1,,,,,,,,,,,,,0.30831274,30-40%,,
314,Rising energy prices in europe and restrictions,1,,,,,,,,,,,,,0.3363846,30-40%,,
315,How to survive bad times in 2022,1,,,,,,,,,,,,,0.32178488,30-40%,,
316,Irony man has spoken,0,,,,,,,,,,,,,0.30622405,30-40%,,
317,"odes where the black and/or Hispanic population exceeds 200% of the state's overall percentage. "", ""And we found 116 zi",1,/cdn.simplecast.com/ba/httpscdn.simplecast.comaudiobb6b0ebb6b0ef841b74795b8648362064a8b7fe6d2a5ade6614c3f831ce05a18543893plaepisode11racismofabortion_tc.mp3aidrss_feedfeedD5TvV2A_MERGED,109.0,news,commentary,politics,society,culture,philosophy,,,,,0.38525915,30-40%,,
318,Interest Rate Hikes Are Class War: Today's right-wingers are hoping to solve the inflation crisis like they did in the 1970s: through hiking interest rates and suppressing wages. That's how economists wage class war,0,,,,,,,,,,,,,0.3589975,30-40%,,
319,It is one thing for the police to use force to end violent protests but quite another to end peaceful protests. There is NO excuse for mounted police to trample an elderly woman with a wheelchair with a Percheron warhorse.,1,,,,,,,,,,,,,0.3562129,30-40%,,
320,"anced budget requirements, are forced to lay out workers amid budget crutches. ', 'We have the evidence of a global fina",0,/www.buzzsprout.com/so/httpswww.buzzsprout.com9517273851435ussrooseveltreturnstoseatrumpfightsagainstmailvotingusalookstomovetofrancelikestimulusandalilmore.mp3MERGED,85.0,news,politics,commentary,society,culture,,,,,,0.31697115,30-40%,,
321,"mic, the crisis generated by the pandemic has highlighted. ', 'And we also need to see how this will be challenged in the f",1,/anchor.fm/2t/httpsanchor.fms121d61ecpodcastplay14130927https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005252F920d19a9b2e05ec64426e289ce7c5e40.m4aMERGED,201.0,news,politics,,,,,,,,,0.37297928,30-40%,,
322,", but still feeling Underseemed in america So if you hopefully folks can get involved you can go to our website to learn mo",1,/dts.podtrac.com/e_/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode284605525_27_20_police_brutality_gun_violence_prevention_and_covid_19.mp3MERGED,188.0,news,politics,,,,,,,,,0.37722775,30-40%,,
323,Pompeo Blasts Marjorie Taylor Greene for ‘Playing Footsie With Nick Fuentes’ at White Nationalist Conference,1,,,,,,,,,,,,,0.35294747,30-40%,,
324,Based germans,0,,,,,,,,,,,,,0.36035448,30-40%,,
325,"place when backbenchers like Bob hear what the Labour opposition's doing and say actually, and this might apply later t",1,/sphinx.acast.com/io/httpssphinx.acast.comcommonspeople205isthischinasskripalpoisoningmomentwithbobseelympmedia.mp3MERGED,121.0,news,politics,government,,,,,,,,0.36208406,30-40%,,
326,"You have $50,000,000: would you leave all of it to just your children or include a broader scope of people?",1,,,,,,,,,,,,,0.32605842,30-40%,,
327,"'s style. "", 'She speaks with empathy and shared details of her personal lockdown on social media. ', 'She came across as ",1,/sphinx.acast.com/ei/httpssphinx.acast.comhowdowefixitcovidsurprise7unexpectedchanges.jimandrichardmedia.mp3MERGED,144.0,news,politics,,,,,,,,,0.33939973,30-40%,,
328,"commits to substantive improvements in the next 30 days. ', ""The WHO acknowledged receipt of Trump's directive and sai",0,/archives.kpfa.org/0a/httpsarchives.kpfa.orgdata20200519Tue1000.mp3MERGED,29.0,news,politics,,,,,,,,,0.36622676,30-40%,,
329,"@Fiorella_im: ""The vast majority of progressives crying about Biden now will tell you to vote for him, Harris, Clinton or the nominated suit of choice in 2024 to oppose the “fascist” republicans just like they did in 2020 because to them Dems are still redeemable & can be pushed. Rinse, repeat.""",0,,,,,,,,,,,,,0.39628077,30-40%,,
330,Was the U.S/allied powers intervention in Iraq in 1990 (Iraq's invasion of Kuwait) justified?,0,,,,,,,,,,,,,0.31261277,30-40%,,
331,"nd related projects since 1997. ', 'A volunteer and nonprofit-based group building an autonomous infrastructure unq",0,/podcast.anarchistnews.org/es/httppodcast.anarchistnews.orgepisodesanewse163.mp3MERGED,33.0,news,politics,,,,,,,,,0.39038137,30-40%,,
332,"vior, end quote. ', 'In 2017, just after McCorvey died, the Washington Post shared this account from McCorvey on her ini",0,/illinoisfamily.org/oa/httpsillinoisfamily.orgpodcastdownload56614podcastcontroversialdocumentaryprofilesunstablenormamccorvey.mp3MERGED,48.0,news,politics,christianity,society,culture,kids,family,,,,0.36341456,30-40%,,
333,"""your government failed to protect your right to vote, go drink while the fascists take power""",0,,,,,,,,,,,,,0.32205138,30-40%,,
334,Don't wear the flag and cover it with cut hair. Can we all agree on this?,1,,,,,,,,,,,,,0.30121902,30-40%,,
335,r underemployed or have a whole lot of other chronic conditions and vulnerabilities which make it more difficult for us ,0,/media.blubrry.com/o0/httpmedia.blubrry.cominformer_dailyjoy.org.autheinformerwpcontentuploadssites3162020052020_05_13_InfDaily.mp3MERGED,131.0,news,commentary,politics,,,,,,,,0.3452586,30-40%,,
336,Jeff Bezos donates $100 million to Obama's foundation. For job well done for the rich?,0,,,,,,,,,,,,,0.37556267,30-40%,,
337,"and collectively under democratic principles. "", 'And it actually also would be more effective because our communiti",1,/anchor.fm/2t/httpsanchor.fms121d61ecpodcastplay14130927https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005252F920d19a9b2e05ec64426e289ce7c5e40.m4aMERGED,354.0,news,politics,,,,,,,,,0.3780967,30-40%,,
338,"hift masks to N95s on the street. ', ""There's a new study out from the UK about masks, how they work, what are the theories? ",0,/www.podtrac.com/pe/httpswww.podtrac.comptsredirect.mp3traffic.megaphone.fmESP5814808353.mp3MERGED,82.0,news,politics,,,,,,,,,0.37943834,30-40%,,
339,"ring the, you know, the Yang 2020 campaign, I saw it a lot that and it hurt because I see myself as a progressive, but it was a ",1,/downloads.pod.co/e8/httpsdownloads.pod.cod86d491641d84b7c9ac55a44e20eeb62e2895e5085e14a0b86136ec9c6b87b3c.mp3MERGED,305.0,news,politics,education,courses,government,business,non-profit,,,,0.33672008,30-40%,,
340,"olitical economy of capitalism and imperialism continues to inform movements, although unevenly. ', ""But I think tha",0,/archives.kpfa.org/02/httpsarchives.kpfa.orgdata20200603Wed1200.mp3MERGED,196.0,news,politics,,,,,,,,,0.37464413,30-40%,,
341,page in the New York Times Democrats led by Joe Biden have apparently decided that the time has come to abandon their mode,0,/dts.podtrac.com/ed/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode27926850401_lockdown_delays_led_36_000_more_virus_deaths.mp3MERGED,251.0,news,daily,politics,,,,,,,,0.36302447,30-40%,,
342,fficult situation for the players and I assume it'll continue to be difficult until such time that there's a clear pathw,1,/feedpress.me/3i/httpsfeedpress.melink1897313536023bruce_djite_pod.mp3MERGED,213.0,sports,news,politics,,,,,,,,0.33963457,30-40%,,
343,"ms of holding together our own coalition, they do not end up eroding the sense, the common sense that there is this urgent ",0,/www.buzzsprout.com/ei/httpswww.buzzsprout.com3301614077962ep76strategydiscussingtheprogressiveinternationalwithdavidadler.mp3MERGED,325.0,news,politics,society,culture,science,medicine,social,,,,0.3456936,30-40%,,
344,The Latest Fact Checks curated by Media Bias Fact Check 6/30/2021,0,,,,,,,,,,,,,0.37776676,30-40%,,
345,"ity, as a country, to see that there are these issues going on, such as police brutality. "", 'And in recent days, the Yomod ",0,/anchor.fm/20/httpsanchor.fms1ff46220podcastplay14664069https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F2020532F790358464410020c91fdf8b20dc.mp3MERGED,30.0,news,politics,,,,,,,,,0.3777725,30-40%,,
346,"people are speaking up, they're speaking out about police brutality, but they are not being listened to. "", 'And we are s",0,/anchor.fm/2t/httpsanchor.fms7dcd3fc0podcastplay46106654https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F20220132F242199552441002e212a9624836c89f.mp3MERGED,15.0,news,politics,,,,,,,,,0.39168975,30-40%,,
347,acebook seems to be showing a complete disregard for the law by saying threatening these people with violence is accept,1,/dts.podtrac.com/e_/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode27398173facebook_announces_hateful_memes_challenge_with_100k_prize_pool_to_identify_hate_speech.mp3MERGED,245.0,news,politics,,,,,,,,,0.33132827,30-40%,,
348,Where to watch Impeachment Trials?,0,,,,,,,,,,,,,0.33699816,30-40%,,
349,"ogram, but whether the Trump administration has the authority to end an administration program implemented by the Oba",0,/media.transistor.fm/73/httpsmedia.transistor.fm3da4fc9671e5e277.mp3MERGED,107.0,news,politics,government,,,,,,,,0.3787916,30-40%,,
350,"counties to come out with a consistent and safe plan for when that service is reinstated. ', ""So, Jason, as soon as we get t",0,/cpa.ds.npr.org/02/httpscpa.ds.npr.orgkhpraudio202005TC052720FullShow.mp3MERGED,82.0,news,politics,,,,,,,,,0.39316586,30-40%,,
351,US Postal Service board chair expected to be replaced by Biden,0,,,,,,,,,,,,,0.38183978,30-40%,,
352,"ng with swing left and working with them is, we don't get involved in primaries and the great swath of our volunteers are n",1,/sphinx.acast.com/it/httpssphinx.acast.compantsuitpoliticsorganizingandmobilizingvoterturnoutwithswingleftmedia.mp3MERGED,306.0,news,commentary,politics,society,culture,,,,,,0.3250447,30-40%,,
353,"th the same number of ministers, same numbers of people or MKs in the committee. ', 'This is something that will lead us to ",0,/www.buzzsprout.com/te/httpswww.buzzsprout.com1156634023290whattodowhenthepartyleavesyou.mp3MERGED,153.0,news,politics,commentary,government,,,,,,,0.38973966,30-40%,,
354,"ughout the pandemic must continue to do so. ', 'These directives are hoping to keep public transport use and foot traffi",1,/media.blubrry.com/o0/httpmedia.blubrry.cominformer_dailyjoy.org.autheinformerwpcontentuploadssites3162020052020_05_29_InfDaily.mp3MERGED,17.0,news,commentary,politics,,,,,,,,0.38454047,30-40%,,
355,"The America COMPETES Act and U.S. Innovation and Competition Act will represent the largest investments in STEM, manufacturing, supply chains, and Made-In-America products in U.S. history",0,,,,,,,,,,,,,0.34661928,30-40%,,
356,"y and frustrating, but humanity has yet to devise a better political system for facilitating the types of discourse and ",1,/anchor.fm/21/httpsanchor.fms121d0238podcastplay13893449https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204172F74121500480002446a1c9639673.m4aMERGED,60.0,news,politics,,,,,,,,,0.3997255,30-40%,,
357,"how Alex Azar in the early days in January was trying to raise concern within the White House about what was going on. "", 'A",1,/media.blubrry.com/re/httpsmedia.blubrry.combriefremarkscontent.blubrry.combriefremarks202020200519237.mp3MERGED,145.0,news,politics,government,,,,,,,,0.32967266,30-40%,,
358,"where people can go home at night for relief with industrial wind projects, literally engulfing homes and rural areas. ",1,/aphid.fireside.fm/73/httpsaphid.fireside.fmd143776793322d40bc376774ad19d25daafa67280728c8c2d7e8f5f404c8f4e713ee71a3508.mp3MERGED,145.0,news,commentary,politics,,,,,,,,0.361925,30-40%,,
359,"Counties That Voted Trump Have Much Higher Covid Death Rates, Analysis Finds; An NPR analysis revealed that people living in pro-Trump counties were almost three times as likely to die from the virus",0,,,,,,,,,,,,,0.36208552,30-40%,,
360,"ay almost the majority of workers are considered to be low skilled. ', 'And even within the same sector, we see that at the ",1,/anchor.fm/2t/httpsanchor.fms121d61ecpodcastplay14130927https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005252F920d19a9b2e05ec64426e289ce7c5e40.m4aMERGED,103.0,news,politics,,,,,,,,,0.39616832,30-40%,,
361,Read the full Trump Organization indictment,0,,,,,,,,,,,,,0.3122506,30-40%,,
362,"ociety that other people of color, especially black Americans, can never achieve, many Americans of Middle Eastern de",0,/pdcn.co/er/httpspdcn.coetraffic.libsyn.comsecurepotstirrerpodcaste75master.mp3destid704943MERGED,267.0,news,politics,religion,spirituality,christianity,,,,,,0.30690837,30-40%,,
363,rease its disease tracking capabilities rapidly in the next few months to avoid another public health crisis as season,0,/archives.kpfa.org/02/httpsarchives.kpfa.orgdata20200521Thu1900.mp3MERGED,4.0,news,politics,,,,,,,,,0.3275084,30-40%,,
364,Facebook reportedly shelved report it feared could make it look bad,0,,,,,,,,,,,,,0.30759653,30-40%,,
365,"nspiring things to help each other. ', 'We are live, local and socially distanced weekdays at 7 a.m. ', 'right after demo",0,/archives.kpfa.org/02/httpsarchives.kpfa.orgdata20200526Tue1800.mp3MERGED,325.0,news,politics,,,,,,,,,0.35353026,30-40%,,
366,Still fits today,0,,,,,,,,,,,,,0.38063058,30-40%,,
367,"e just don't care so much for their families. "", ""And we'd like to see more family supportive policies put in place, polic",0,/chtbl.com/cd/httpschtbl.comtrack11E349cdn.simplecast.comaudioc4572dc4572d81e3a84e538020f7ae25130da0c921794721b944c88e69edd4853b10afe25richardbessermixdown_tc.mp3aidrss_feedfeedLRGtjRzMMERGED,128.0,news,politics,government,business,management,,,,,,0.34759897,30-40%,,
368,GOP senators introduce ‘TRUCKERS Act’ to end Biden’s vaccine mandate for international drivers,1,,,,,,,,,,,,,0.3468834,30-40%,,
369,Least worst politics,1,,,,,,,,,,,,,0.35005903,30-40%,,
370,"that are white are talking about the struggles of Black communities and Asian communities. "", ""And I'm like, doesn't th",1,/anchor.fm/20/httpsanchor.fms1a6094f0podcastplay12072507https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005062Feb0a5a0ed2a12e77a0e112deba4cd81f.m4aMERGED,179.0,news,politics,,,,,,,,,0.32053345,30-40%,,
371,"port for MPs going back because of this idea that MPs should go back if other key workers are. ', ""But I think actually the p",0,/sphinx.acast.com/om/httpssphinx.acast.comstoriesofourtimesbacktothecommonsornogoingbackmedia.mp3MERGED,160.0,news,daily,politics,,,,,,,,0.3275621,30-40%,,
372,what are your thoughts on market socialism,0,,,,,,,,,,,,,0.33957678,30-40%,,
373,"re bringing friends in that were not members of the school, she said that some parents had called and complained about th",0,/dts.podtrac.com/eo/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28974401weekly_wilson_show_13.mp3MERGED,240.0,news,politics,,,,,,,,,0.3714621,30-40%,,
374,"d we put them there in our magazine, Union Art, 12 ways to strengthen the British Union. "", 'And you can see that on our webs",1,/dts.podtrac.com/ed/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28707425streetstallaudio30_05_20podcastready.mp3MERGED,204.0,news,politics,,,,,,,,,0.34557757,30-40%,,
375,"happening is with the protest comes looting, comes destruction. "", 'You have 40 million people without jobs, unrest. '",0,/anchor.fm/21/httpsanchor.fms1cef8244podcastplay14803188https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F2020562F79901862441002dd18103115e93.mp3MERGED,25.0,news,politics,,,,,,,,,0.3173503,30-40%,,
376,"cond time in less than a year. ', 'Cruz Wellwood was a teenager himself when he and Cameron Moffatt lured, raped, torture",0,/dts.podtrac.com/3a/httpsdts.podtrac.comredirect.mp3cdn.simplecast.comaudio5307475307472a2b3a43dbbe3173c42633c4d8059911544bac4aed8d930d2e220e5350capitaldailypodcastmay182020_tc.mp3aidrss_feedfeed7iv0y6YYMERGED,2.0,news,daily,politics,society,culture,,,,,,0.33762676,30-40%,,
377,Two Poems for Chairman Gonzalo,0,,,,,,,,,,,,,0.34300584,30-40%,,
378,ip with all the individuals involved and ensure that we were working towards the best outcome even if you had to surface t,0,/www.podtrac.com/3p/httpswww.podtrac.comptsredirect.mp3traffic.megaphone.fmHUBB4936473731.mp3updated1667331884MERGED,49.0,government,news,politics,,,,,,,,0.34759626,30-40%,,
379,YouGov - What do Americans think socialism looks like?,0,,,,,,,,,,,,,0.37955868,30-40%,,
380,hin labor markets and that's also that was also addressed in the top that is also just in the type of work that men and women ,0,/cdn.simplecast.com/ac/httpscdn.simplecast.comaudio9a01059a010525a45343908a232cad8df7a9a6ac339fd21ae14b1eacc624f4aa6b6e16whatcoronavirusmeansforeducationchildcareandworkingparents_tc.mp3aidrss_feedfeedhw_qFDf7MERGED,192.0,news,business,politics,science,social,,,,,,0.36917025,30-40%,,
381,n you've been pretty vocal about how you feel about how your mom was portrayed But it was surprising to you that because gl,1,/dts.podtrac.com/re/httpsdts.podtrac.comredirect.mp3pdst.fmechrt.fmtrack4655F8pscrb.fmrsspapi.spreaker.comdownloadepisode27242335mad_41_anne_schlafly_final.mp3MERGED,43.0,news,commentary,politics,daily,,,,,,,0.36170876,30-40%,,
382,Joe Biden's lack of action is going to result in many people not voting at all,0,,,,,,,,,,,,,0.3013294,30-40%,,
383,"e equitable distribution of essential equipment and supplies. ', 'And finally, we need a national testing strategy. '",0,/anchor.fm/24/httpsanchor.fms16556ee4podcastplay13804147https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202109012Ff73024893d7d46ea4d2c3a753a000413.m4aMERGED,36.0,news,politics,,,,,,,,,0.31980512,30-40%,,
384,questions,1,,,,,,,,,,,,,0.34042126,30-40%,,
385,"states joined, and then we saw the Nevada governor hint at potentially coordinating with other states when they reopen ",1,/anchor.fm/21/httpsanchor.fms13902bccpodcastplay13654485https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204122F725321484410020af41b2feba61.mp3MERGED,86.0,news,politics,,,,,,,,,0.3934116,30-40%,,
386,"n the changes to quarantine that the Chief Minister announced, it is intended that people will be tested and then they'l",0,/audioboom.com/ps/httpsaudioboom.composts7594014.mp3modified1590716322sid4871507sourcerssMERGED,5.0,news,politics,commentary,government,,,,,,,0.3532183,30-40%,,
387,"w them to balance both the issues pertaining to quality of life and health and safety for both prisoners and staff. ', ""So ",0,/traffic.libsyn.com/ae/httpstraffic.libsyn.comsecurecnaCNA_TalksSafer_C_Final.mp3destid463752MERGED,44.0,news,politics,,,,,,,,,0.3662938,30-40%,,
388,little reminder,0,,,,,,,,,,,,,0.36378044,30-40%,,
389,"he female main lead in the movie is so much stronger. ', 'They ask Susan Sarandon to do so much more than any female charact",0,/rss.art19.com/1e/httpsrss.art19.comepisodesfc7b710989f1464dbc5f235ec811d527.mp3rss_browserBAhJIhRweXRob24tcmVxdWVzdHMGOgZFVA3D3Dac965bdf6559f894a935511702ea4ac963845acaMERGED,62.0,sports,news,politics,,,,,,,,0.39809978,30-40%,,
390,I think this is why r/antiwork is so popular now. We realize Europe has it better.,1,,,,,,,,,,,,,0.34883073,30-40%,,
391,Crosspost. Thought it belongs here,1,,,,,,,,,,,,,0.3281391,30-40%,,
392,"""we""? | Cenk Uygur: Three years of a lame duck President is going to be brutal. A complete train wreck. And Democrats couldn’t see any of it coming. We were right all along - completely incompetent and complicit. They’re walking our democracy over to the welcoming arms of right-wing fascists.",0,,,,,,,,,,,,,0.3950233,30-40%,,
393,terpiece of the Trump administration's response to the coronavirus outbreak has been this desire to reopen the econom,1,/anchor.fm/24/httpsanchor.fms8704614podcastplay14542638https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204312F7827436748000267f3b9f47678c.mp3MERGED,137.0,news,politics,,,,,,,,,0.3841745,30-40%,,
394,What Are We? The Social Construction of the Human Biological Self (2007),0,,,,,,,,,,,,,0.39536145,30-40%,,
395,Murray Bookchin: Work as Play,0,,,,,,,,,,,,,0.33190086,30-40%,,
396,"nd to show it in powerful ways. ', ""You know, the many LGBT people are not born into families where they're feeling oppres",1,/cast.rocks/os/httpcast.rockshosting9099RashadRobinson.mp3MERGED,63.0,news,politics,government,history,,,,,,,0.37037423,30-40%,,
397,of this crisis by the left wing in this country or do you think that the rift is really fueled by the right wingers who are tr,1,/api.spreaker.com/_e/httpsapi.spreaker.comdownloadepisode284007392020_05_26_the_keith_hanson_show_718_the_road_to_slavery_covid_cases_higher_in_dem_counties.mp3MERGED,296.0,news,commentary,politics,,,,,,,,0.30310136,30-40%,,
398,Ilhan Omar scolds journalists for promoting harassment of Canadian Freedom Convoy donors: 'Unconscionable',1,,,,,,,,,,,,,0.35637265,30-40%,,
399,paign to educate parents about a rare syndrome that is thought to be linked to COVID-19 and has been diagnosed in more tha,0,/archives.kpfa.org/0d/httpsarchives.kpfa.orgdata20200513Wed1800.mp3MERGED,76.0,news,politics,,,,,,,,,0.32195136,30-40%,,
400,They have no credibility left…,1,,,,,,,,,,,,,0.47233066,40-50%,,
401,"oronavirus pandemic because people over 70 are only a small fraction of the population. "", 'Marcus 91 years of age blame",1,/anchor.fm/20/httpsanchor.fms615ee2d0podcastplay36116417https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F20215242F200150032160001fa733df1002af9d6.mp3MERGED,2.0,news,politics,,,,,,,,,0.4823059,40-50%,,
402,Notice it?,1,,,,,,,,,,,,,0.47934684,40-50%,,
403,"ow with the pandemic. ', 'Why not give Ontario workers 10 paid sick days on top of all the debts we have now,?"" Mr. ', 'Singh",1,/anchor.fm/2t/httpsanchor.fms1217a270podcastplay14390127https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005282F2de55eb95338e81e677cf4aaf91260ce.m4aMERGED,22.0,news,politics,,,,,,,,,0.43050787,40-50%,,
404,". ', 'And I had a lot of friends that were working in those offices that I had made through my school board contacts. ', 'And ",1,/mcdn.podbean.com/_o/httpsmcdn.podbean.commfwebifrox3Betsy_Condon_May_2020_8pj7c.mp3MERGED,11.0,news,daily,politics,commentary,,,,,,,0.44592378,40-50%,,
405,"ourts. ', 'And for this reason, I tend to believe the courts remain necessary for now. ', 'But I also think the communes ar",0,/anchor.fm/20/httpsanchor.fms1032a180podcastplay14520049https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204302F78119887441002877c068c20119.mp3MERGED,197.0,news,politics,,,,,,,,,0.46732256,40-50%,,
406,"hat we constantly need to reevaluate our position and think ahead. ', 'Still to come? ', 'I was very stressed. ', ""I could",1,/anchor.fm/32/httpsanchor.fms63418904podcastplay36895490https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F2021682F20381777644100205b1803c3403cc83.mp3MERGED,60.0,news,politics,,,,,,,,,0.4790451,40-50%,,
407,"nd even when I went to the protest, people came up and text me. ', 'Can you believe it? ', 'They actually text me. ', ""I could",0,/traffic.megaphone.fm/32/httpstraffic.megaphone.fmADLM2130014432.mp3updated1651177448MERGED,26.0,news,politics,,,,,,,,,0.45844224,40-50%,,
408,"he least of anyone in Washington. ', 'I did a story in this a couple of years ago. ', ""I can't recall what the numbers are, bu",0,/www.blogtalkradio.com/et/httpswww.blogtalkradio.comkeywestlou20200527tuesdaytalkwithkeywestlou.mp3MERGED,134.0,news,politics,,,,,,,,,0.47846043,40-50%,,
409,"ou go into these nations and the more that you engage in unreached people groups and different things, the more that you r",1,/sphinx.acast.com/5a/httpssphinx.acast.compopens5d6086695cbc0d0a41f6a9c4e5eb57031d399a5335aec0d3amedia.mp3MERGED,111.0,news,daily,politics,government,,,,,,,0.49215516,40-50%,,
410,"to work. "", 'So we definitely got to talk after this. ', 'You guys are June 23rd is the and people can mail in their vote. ', '",1,/downloads.pod.co/e8/httpsdownloads.pod.cod86d491641d84b7c9ac55a44e20eeb62e2895e5085e14a0b86136ec9c6b87b3c.mp3MERGED,271.0,news,politics,education,courses,government,business,non-profit,,,,0.44496956,40-50%,,
411,"ng attention, you probably don't know that a key part of this new movement sweeping America is no more prisons. "", ""There ",1,/www.buzzsprout.com/e0/httpswww.buzzsprout.com8047224080473eliminatethepolice.mp3MERGED,30.0,news,daily,politics,commentary,,,,,,,0.46240175,40-50%,,
412,"n, family members, work colleagues, friends or healthcare providers. ', 'Contact listing. ', 'All persons considere",1,/dts.podtrac.com/ea/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode27342931may_14_contact_tracing_hb6666.mp3MERGED,10.0,news,politics,government,history,,,,,,,0.48855555,40-50%,,
413,"rhoods. ', 'So urban edge is a national leader in the community development field. ', ""They're known for innovation exc",1,/anchor.fm/2t/httpsanchor.fms16b525a0podcastplay13862709https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204172F73917634441002929af3c95ab52.mp3MERGED,14.0,news,politics,,,,,,,,,0.4916489,40-50%,,
414,"ere would be various steps that he could take executive action. ', ""I'm sure that can strengthen and clarify the relatio",1,/www.buzzsprout.com/mo/httpswww.buzzsprout.com6900603977597cathmingovweekbonusday6mingovtrumpriots.mp3MERGED,175.0,news,politics,religion,spirituality,christianity,,,,,,0.44963577,40-50%,,
415,"yone and we're feeling it too. "", ""We're doing our best to bring you the most factual information every day and put pressu",1,/anchor.fm/32/httpsanchor.fms63418904podcastplay36895490https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F2021682F20381777644100205b1803c3403cc83.mp3MERGED,63.0,news,politics,,,,,,,,,0.44695827,40-50%,,
416,"reat. ', ""I don't think that it's accurate. "", 'We do a really good job of pushing students through in some cases. ', ""So it",1,/mcdn.podbean.com/e_/httpsmcdn.podbean.commfwebwpea3rClay_Beacon_Melanie_Wright_FINAL_bcd7e.mp3MERGED,213.0,news,daily,politics,commentary,,,,,,,0.46443287,40-50%,,
